age,monthly_budget_usd,collection_size,monthly_purchases,resale_interest,social_media_engagement,blind_box_risk_tolerance,favorite_series,collector_type,region,will_buy_next_release
55,121.02,27,4,6,4,4,Hirono,completionist,East Asia,1
52,46.37,21,2,7,4,0,Skullpanda,display-focused,Europe,0
25,71.02,30,3,8,2,2,Labubu,display-focused,North America,0
24,178.28,12,2,4,7,1,Hirono,completionist,Southeast Asia,1
29,103.76,19,1,4,0,9,Skullpanda,reseller,Southeast Asia,1
34,114.16,19,4,8,8,0,Skullpanda,reseller,East Asia,1
51,76.71,23,7,8,9,9,Hirono,display-focused,Oceania,1
45,44.27,37,3,7,2,1,Labubu,trend-chaser,Europe,1
41,92.49,27,1,5,2,1,Skullpanda,display-focused,Oceania,0
51,55.44,29,7,6,5,5,Molly,display-focused,East Asia,1
41,53.51,27,5,6,9,0,Labubu,reseller,East Asia,1
31,88.3,18,3,4,1,0,Skullpanda,trend-chaser,Southeast Asia,1
32,56.85,20,2,1,4,8,Molly,trend-chaser,Southeast Asia,1
36,84.34,29,4,5,2,0,Labubu,casual,North America,1
19,65.08,23,4,4,9,6,Skullpanda,casual,Southeast Asia,1
45,83.2,30,2,0,9,1,Molly,reseller,East Asia,1
42,69.27,26,4,10,0,0,Skullpanda,reseller,North America,1
45,84.11,29,1,7,1,7,Labubu,display-focused,East Asia,1
37,148.49,23,1,1,1,4,Molly,casual,Europe,0
47,115.21,24,3,2,8,0,Skullpanda,display-focused,East Asia,1
53,80.48,21,4,6,9,7,Skullpanda,casual,Europe,1
38,138.43,26,5,9,4,10,Dimoo,casual,North America,1
33,99.48,26,4,5,1,6,Crybaby,completionist,North America,1
20,134.42,36,7,8,7,4,Labubu,casual,East Asia,1
47,48.12,22,3,1,9,9,Molly,completionist,North America,0
52,57.09,27,4,5,10,3,Hirono,completionist,East Asia,1
43,92.06,28,1,9,4,6,Dimoo,display-focused,East Asia,1
50,79.71,25,4,9,8,5,Crybaby,display-focused,North America,1
50,84.18,19,2,2,10,7,Dimoo,trend-chaser,North America,1
47,105.96,23,2,7,9,5,Dimoo,completionist,Europe,1
36,92.42,29,6,0,5,5,Labubu,trend-chaser,Southeast Asia,1
19,119.75,27,1,1,2,4,Molly,display-focused,Oceania,0
16,118.4,13,2,9,4,3,Skullpanda,completionist,Europe,1
24,58.07,31,3,8,3,5,Skullpanda,trend-chaser,North America,1
33,36.06,25,3,2,10,0,Hirono,casual,East Asia,0
45,56.71,18,3,10,8,3,Crybaby,casual,Europe,1
34,55.39,22,3,10,9,0,Labubu,trend-chaser,Europe,0
16,86.67,17,3,0,8,3,Skullpanda,display-focused,Europe,1
24,86.23,23,3,0,5,3,Hirono,casual,East Asia,1
55,77.85,21,7,2,8,0,Hirono,trend-chaser,North America,0
55,101.01,16,1,8,7,3,Hirono,casual,Southeast Asia,1
31,212.93,21,5,6,8,7,Dimoo,completionist,Europe,1
48,77.19,24,5,5,3,10,Crybaby,reseller,Europe,1
44,93.58,21,9,4,2,6,Molly,reseller,Southeast Asia,1
53,84.18,17,0,5,1,7,Labubu,display-focused,Europe,0
51,66.94,12,4,7,3,7,Labubu,casual,North America,1
41,106.35,16,3,0,10,10,Skullpanda,trend-chaser,North America,0
31,75.73,32,5,6,10,10,Hirono,reseller,East Asia,1
41,61.66,23,2,2,1,1,Skullpanda,casual,East Asia,0
28,63.37,18,1,8,6,5,Dimoo,display-focused,East Asia,1
29,121.53,29,2,2,10,9,Molly,display-focused,North America,1
40,105.29,29,3,0,8,9,Dimoo,casual,North America,1
38,69.75,19,0,4,6,5,Labubu,trend-chaser,Europe,1
39,100.35,21,3,4,6,4,Skullpanda,trend-chaser,Europe,1
31,84.57,29,0,5,3,0,Labubu,display-focused,Europe,0
32,94.23,22,2,9,10,5,Skullpanda,trend-chaser,Europe,0
16,66.28,27,4,7,0,5,Skullpanda,reseller,East Asia,0
40,56.01,19,3,3,9,6,Dimoo,reseller,East Asia,1
39,75.57,16,3,7,9,5,Skullpanda,trend-chaser,East Asia,1
53,59.5,19,1,5,2,2,Crybaby,display-focused,East Asia,1
36,57.9,26,0,2,5,10,Crybaby,trend-chaser,North America,1
34,49.08,26,2,0,9,2,Molly,casual,East Asia,1
18,36.14,20,6,0,5,4,Labubu,display-focused,North America,1
23,70.22,27,0,2,3,5,Labubu,completionist,East Asia,1
29,130.93,25,1,9,0,3,Labubu,casual,Europe,1
31,117.46,15,2,5,4,0,Labubu,reseller,East Asia,1
30,158.02,16,5,4,3,6,Hirono,display-focused,Southeast Asia,0
31,57.0,27,2,4,9,2,Crybaby,display-focused,Europe,1
46,109.15,16,4,2,9,9,Labubu,completionist,North America,1
21,80.33,20,5,7,3,8,Dimoo,casual,Southeast Asia,1
29,63.41,29,3,0,2,4,Hirono,casual,Europe,1
22,124.67,28,3,6,3,5,Molly,casual,Europe,0
28,80.65,17,2,10,4,10,Hirono,trend-chaser,North America,1
43,42.38,30,2,9,7,0,Crybaby,reseller,Europe,1
17,116.94,18,1,4,1,4,Crybaby,completionist,East Asia,1
29,97.59,12,4,9,10,0,Dimoo,completionist,Southeast Asia,1
16,88.62,28,2,2,7,1,Molly,completionist,East Asia,1
54,52.95,30,4,2,1,10,Labubu,casual,Europe,0
45,92.72,15,5,3,3,1,Crybaby,casual,Southeast Asia,0
25,148.66,31,2,0,7,10,Molly,completionist,Southeast Asia,1
23,96.51,28,4,2,5,8,Skullpanda,casual,North America,1
19,46.64,30,2,9,5,7,Molly,trend-chaser,East Asia,0
34,99.45,24,2,8,0,8,Skullpanda,casual,North America,1
46,96.92,21,0,3,4,2,Labubu,completionist,North America,0
39,112.78,26,1,3,6,1,Hirono,display-focused,Southeast Asia,0
51,95.84,28,2,3,8,4,Skullpanda,reseller,Southeast Asia,1
29,57.97,27,5,1,4,8,Molly,trend-chaser,Southeast Asia,1
27,86.73,17,3,1,6,3,Molly,display-focused,Europe,0
35,76.07,32,2,10,2,1,Skullpanda,casual,North America,0
24,90.82,22,3,7,8,8,Hirono,completionist,North America,1
55,126.58,20,5,7,7,6,Crybaby,casual,North America,1
23,65.0,28,5,3,8,5,Hirono,casual,Europe,1
35,168.39,23,4,9,7,4,Skullpanda,completionist,East Asia,1
36,99.19,24,1,1,10,8,Hirono,casual,East Asia,1
18,117.21,20,0,10,9,8,Skullpanda,casual,North America,0
34,110.78,27,1,5,8,3,Dimoo,display-focused,North America,1
34,97.6,36,2,3,3,1,Dimoo,display-focused,North America,1
26,104.83,28,0,8,0,9,Molly,trend-chaser,East Asia,1
21,26.64,23,2,4,0,1,Skullpanda,casual,North America,0
17,110.7,20,2,2,8,4,Dimoo,display-focused,North America,1
16,59.63,18,4,7,9,9,Molly,completionist,Europe,1
35,82.53,32,0,7,7,4,Dimoo,trend-chaser,North America,1
19,97.32,23,5,6,7,9,Molly,display-focused,Europe,1
54,128.94,27,1,5,0,5,Skullpanda,completionist,Southeast Asia,1
25,59.63,28,4,3,6,8,Hirono,completionist,North America,1
42,70.88,36,3,4,6,6,Labubu,display-focused,North America,1
42,74.56,27,4,9,1,3,Molly,casual,North America,1
35,91.26,26,5,3,8,9,Skullpanda,completionist,North America,1
51,76.34,17,1,10,3,5,Labubu,casual,Southeast Asia,1
20,105.02,14,3,1,2,5,Labubu,display-focused,East Asia,0
25,42.92,28,4,1,7,7,Dimoo,completionist,Europe,1
26,79.99,26,0,3,4,10,Labubu,casual,East Asia,1
21,154.91,23,4,0,5,9,Dimoo,casual,North America,1
27,76.42,27,1,9,5,4,Labubu,display-focused,Europe,0
28,99.34,24,3,3,6,2,Labubu,trend-chaser,North America,0
46,120.7,33,6,1,4,3,Molly,reseller,Southeast Asia,1
28,98.05,25,5,6,8,2,Crybaby,display-focused,East Asia,1
51,174.95,32,2,10,9,3,Skullpanda,display-focused,North America,1
46,87.53,32,2,10,5,4,Molly,trend-chaser,Southeast Asia,1
52,107.14,33,1,1,1,0,Molly,completionist,North America,0
20,92.75,24,1,8,3,5,Skullpanda,completionist,North America,1
55,141.56,14,1,3,8,9,Dimoo,casual,North America,1
40,72.2,28,8,9,2,4,Molly,casual,North America,1
55,181.16,25,2,6,8,0,Labubu,casual,North America,0
30,65.6,21,3,8,7,4,Skullpanda,trend-chaser,Southeast Asia,1
54,161.28,23,2,9,4,3,Dimoo,trend-chaser,North America,1
39,57.12,24,5,9,1,6,Hirono,casual,Europe,0
18,108.53,22,3,1,5,2,Skullpanda,completionist,North America,1
32,84.57,20,5,7,7,3,Dimoo,trend-chaser,North America,1
21,119.67,22,3,1,1,8,Skullpanda,trend-chaser,North America,1
53,100.32,15,2,10,9,1,Skullpanda,display-focused,North America,1
28,117.02,26,3,6,2,10,Dimoo,casual,Europe,1
24,56.41,14,6,2,4,3,Labubu,trend-chaser,North America,1
38,45.42,29,4,3,5,8,Crybaby,casual,North America,1
33,53.16,24,5,9,8,0,Molly,casual,East Asia,1
19,52.69,20,5,7,2,3,Dimoo,casual,Oceania,0
48,56.16,29,2,2,3,4,Skullpanda,completionist,North America,0
49,67.25,29,2,9,8,5,Hirono,casual,East Asia,0
45,67.03,26,2,7,3,1,Labubu,completionist,East Asia,1
40,85.35,28,4,0,6,2,Hirono,trend-chaser,East Asia,0
32,61.19,16,1,3,4,9,Labubu,display-focused,East Asia,0
37,62.99,36,5,9,0,10,Labubu,trend-chaser,Europe,1
36,78.19,16,3,3,5,4,Hirono,trend-chaser,Southeast Asia,1
22,126.43,29,4,0,3,1,Molly,reseller,North America,1
19,71.73,17,5,6,2,3,Dimoo,completionist,Europe,1
26,83.15,26,4,9,9,10,Skullpanda,trend-chaser,East Asia,1
34,88.46,21,0,6,8,10,Crybaby,completionist,Southeast Asia,1
22,58.49,25,4,10,3,8,Hirono,casual,Europe,1
20,74.4,23,5,1,5,9,Molly,trend-chaser,Oceania,1
50,64.84,30,2,7,7,7,Hirono,display-focused,East Asia,1
30,121.48,28,4,7,0,6,Labubu,trend-chaser,East Asia,1
39,117.38,27,3,10,1,8,Dimoo,display-focused,Southeast Asia,1
36,62.42,23,0,5,5,7,Dimoo,display-focused,East Asia,1
45,82.54,26,1,9,10,3,Dimoo,reseller,East Asia,1
45,107.17,21,2,1,10,7,Dimoo,completionist,Southeast Asia,1
27,95.96,23,1,0,4,3,Hirono,display-focused,North America,0
49,100.06,11,1,7,7,6,Skullpanda,trend-chaser,Southeast Asia,1
30,58.62,29,1,0,5,4,Crybaby,display-focused,Southeast Asia,1
49,158.73,18,3,9,9,5,Labubu,casual,East Asia,1
32,66.77,15,2,0,6,1,Molly,completionist,North America,0
20,66.06,30,8,7,9,10,Hirono,casual,North America,1
46,50.92,29,1,4,3,8,Molly,display-focused,North America,0
17,79.5,24,3,7,10,1,Skullpanda,casual,North America,1
46,131.99,23,1,6,7,5,Hirono,casual,East Asia,1
17,95.57,29,3,4,8,4,Skullpanda,trend-chaser,Southeast Asia,1
24,81.92,26,1,5,0,9,Labubu,casual,East Asia,1
40,113.89,32,4,5,8,8,Labubu,reseller,Europe,1
53,130.62,17,6,7,1,9,Molly,completionist,Oceania,0
32,117.27,9,2,7,10,5,Molly,casual,Southeast Asia,1
20,41.16,23,4,4,2,1,Labubu,trend-chaser,East Asia,0
25,114.29,23,4,3,9,7,Hirono,casual,Europe,0
51,101.65,20,3,0,6,2,Molly,display-focused,East Asia,1
45,61.92,27,3,8,4,7,Hirono,reseller,Europe,1
20,101.82,22,4,2,9,4,Crybaby,reseller,North America,1
31,132.1,9,6,4,4,3,Molly,display-focused,East Asia,1
26,67.86,26,1,10,0,1,Crybaby,trend-chaser,East Asia,1
23,120.69,18,4,8,0,8,Labubu,trend-chaser,Europe,1
49,96.41,23,1,3,9,7,Dimoo,display-focused,Southeast Asia,1
40,29.39,29,3,5,4,3,Crybaby,completionist,Southeast Asia,1
23,84.26,22,2,3,9,8,Hirono,display-focused,East Asia,1
42,94.89,22,3,6,0,10,Labubu,display-focused,North America,1
32,75.53,21,4,1,0,7,Molly,display-focused,North America,1
18,97.84,25,4,10,10,10,Molly,casual,East Asia,1
33,80.77,26,1,10,1,5,Crybaby,completionist,Southeast Asia,0
23,197.35,15,4,3,7,4,Molly,casual,Europe,1
25,73.5,22,1,2,3,9,Skullpanda,casual,North America,1
51,62.57,19,4,5,5,7,Molly,display-focused,North America,1
44,118.19,20,1,7,1,6,Molly,casual,North America,1
21,77.1,14,4,7,2,7,Molly,completionist,East Asia,0
50,82.45,32,4,0,8,10,Molly,completionist,Europe,0
38,79.73,18,5,7,5,7,Skullpanda,casual,North America,1
50,115.51,11,2,0,5,8,Skullpanda,casual,Europe,1
45,56.01,19,1,3,10,0,Skullpanda,casual,Southeast Asia,1
29,120.59,22,0,7,4,7,Skullpanda,completionist,Europe,0
37,104.99,21,5,9,8,3,Molly,casual,North America,1
37,168.62,32,1,6,7,1,Dimoo,completionist,East Asia,1
44,91.97,18,3,1,5,3,Skullpanda,completionist,Southeast Asia,0
25,57.49,24,2,7,3,9,Skullpanda,display-focused,North America,1
29,92.37,31,2,0,3,8,Labubu,casual,North America,0
25,96.93,25,1,2,9,3,Labubu,display-focused,East Asia,1
27,136.89,19,4,1,3,2,Hirono,display-focused,North America,0
22,57.44,18,5,10,7,4,Hirono,display-focused,Southeast Asia,1
17,46.66,23,3,4,1,3,Molly,trend-chaser,East Asia,1
53,93.14,20,1,6,3,5,Molly,casual,North America,1
18,171.82,15,3,8,10,8,Molly,casual,Southeast Asia,1
51,111.2,26,1,10,5,3,Dimoo,trend-chaser,East Asia,1
16,113.84,33,2,10,9,1,Labubu,trend-chaser,Europe,1
47,50.44,27,8,1,2,1,Crybaby,display-focused,North America,0
29,87.09,28,3,4,8,7,Labubu,completionist,East Asia,1
36,137.98,23,1,4,10,2,Crybaby,casual,Southeast Asia,0
27,97.39,31,4,8,10,2,Labubu,reseller,North America,1
35,45.57,27,5,3,4,8,Molly,completionist,Europe,1
34,86.41,31,3,2,7,1,Molly,display-focused,Southeast Asia,1
37,108.05,36,5,8,9,7,Molly,display-focused,Europe,1
31,26.36,18,3,5,8,0,Crybaby,display-focused,North America,1
37,82.74,19,6,8,10,10,Skullpanda,reseller,North America,1
49,60.06,22,2,4,0,7,Labubu,casual,East Asia,0
33,119.67,32,1,5,5,9,Crybaby,display-focused,East Asia,1
30,72.38,27,3,0,8,7,Molly,casual,North America,1
21,101.11,18,5,0,8,4,Labubu,reseller,North America,1
30,85.51,22,4,0,1,10,Labubu,casual,East Asia,1
21,71.32,28,5,1,6,8,Skullpanda,trend-chaser,East Asia,1
23,180.28,29,4,3,1,0,Crybaby,display-focused,North America,1
54,68.28,21,2,0,1,6,Labubu,display-focused,Europe,1
19,88.34,17,1,1,1,5,Dimoo,display-focused,East Asia,0
35,85.4,18,0,9,10,3,Molly,display-focused,North America,1
49,92.21,30,2,9,2,5,Labubu,display-focused,North America,1
54,174.37,20,1,3,5,10,Dimoo,display-focused,Southeast Asia,1
21,108.1,15,1,10,2,0,Dimoo,casual,Southeast Asia,0
22,71.06,17,3,1,9,10,Skullpanda,display-focused,North America,1
30,150.72,22,4,0,9,7,Labubu,reseller,Southeast Asia,1
38,115.73,28,2,3,7,1,Labubu,casual,East Asia,1
54,71.6,16,4,2,9,3,Dimoo,trend-chaser,Oceania,0
24,140.88,26,6,0,1,9,Skullpanda,trend-chaser,Oceania,1
22,50.25,29,3,9,10,7,Skullpanda,completionist,East Asia,0
26,55.16,26,1,10,4,0,Labubu,casual,Europe,0
50,44.53,20,1,2,4,1,Hirono,completionist,North America,0
17,38.07,18,4,3,2,10,Labubu,trend-chaser,East Asia,1
31,136.62,24,2,7,9,1,Dimoo,display-focused,Europe,1
20,92.67,41,2,10,1,6,Dimoo,casual,East Asia,0
22,45.95,20,2,3,9,10,Labubu,display-focused,North America,0
52,84.52,21,4,7,7,1,Skullpanda,display-focused,Southeast Asia,0
16,122.24,26,6,0,8,0,Skullpanda,casual,Oceania,0
28,63.7,23,4,6,0,8,Skullpanda,casual,North America,0
52,75.53,25,4,10,8,10,Crybaby,completionist,East Asia,1
40,184.06,20,4,5,10,5,Skullpanda,display-focused,Southeast Asia,1
18,78.24,25,1,7,4,2,Labubu,casual,East Asia,1
34,47.27,29,3,7,4,0,Molly,trend-chaser,Southeast Asia,1
54,69.39,22,2,6,1,10,Dimoo,casual,Europe,1
32,44.86,26,2,7,5,8,Molly,casual,North America,1
37,111.73,18,5,9,7,9,Hirono,casual,Europe,1
37,60.32,24,2,0,3,8,Labubu,casual,Europe,1
42,59.6,21,2,9,8,4,Labubu,completionist,North America,1
23,191.53,24,2,9,0,5,Labubu,casual,Southeast Asia,1
49,52.95,31,3,9,7,4,Hirono,trend-chaser,East Asia,1
55,49.51,15,0,4,6,8,Dimoo,trend-chaser,Europe,1
21,56.23,27,2,6,2,1,Skullpanda,display-focused,Europe,1
48,123.85,26,2,3,3,0,Molly,reseller,Europe,1
48,105.72,23,6,9,2,10,Crybaby,completionist,Europe,1
45,69.05,26,3,4,6,3,Hirono,trend-chaser,East Asia,1
30,66.63,26,7,3,7,0,Molly,casual,North America,0
34,102.41,15,2,7,6,7,Dimoo,completionist,Southeast Asia,1
49,94.1,31,3,0,2,4,Crybaby,casual,Southeast Asia,1
22,80.25,30,2,4,2,2,Molly,casual,East Asia,0
49,107.22,23,4,2,8,4,Molly,trend-chaser,East Asia,1
52,54.83,18,2,4,5,4,Skullpanda,casual,Southeast Asia,1
43,60.7,26,1,4,4,6,Molly,display-focused,North America,0
29,109.53,28,7,0,3,10,Hirono,casual,North America,1
38,97.2,24,2,9,10,9,Skullpanda,trend-chaser,North America,1
18,37.1,22,4,4,2,9,Labubu,display-focused,Europe,1
53,86.89,28,3,3,8,5,Molly,casual,North America,1
29,188.47,18,2,1,8,6,Dimoo,completionist,East Asia,1
18,116.93,24,2,10,2,1,Labubu,casual,Europe,1
47,69.85,28,3,9,0,6,Molly,casual,North America,1
42,62.72,16,5,5,2,7,Labubu,completionist,Europe,1
40,99.08,26,9,3,2,9,Hirono,trend-chaser,North America,0
18,136.44,39,0,5,8,0,Labubu,reseller,East Asia,1
46,42.54,20,2,10,5,9,Labubu,casual,North America,0
41,96.17,35,2,2,4,5,Hirono,display-focused,North America,1
47,75.04,29,3,7,5,0,Labubu,reseller,North America,1
49,92.66,31,3,9,10,10,Dimoo,casual,East Asia,1
24,48.25,23,2,8,10,5,Molly,reseller,North America,1
24,136.4,23,3,9,0,4,Hirono,display-focused,East Asia,1
52,152.14,16,1,10,9,2,Labubu,trend-chaser,Southeast Asia,1
37,112.48,29,1,0,3,0,Labubu,display-focused,Europe,1
33,165.47,31,3,2,8,0,Labubu,trend-chaser,North America,1
27,73.57,25,2,1,10,2,Crybaby,display-focused,East Asia,1
41,95.25,23,2,6,5,3,Hirono,reseller,North America,1
46,113.17,21,3,4,6,5,Molly,casual,Southeast Asia,1
16,99.62,25,1,0,4,6,Labubu,completionist,Southeast Asia,1
38,77.3,31,3,6,0,10,Labubu,display-focused,Europe,1
55,80.6,26,2,1,0,8,Labubu,casual,North America,1
27,146.17,16,2,4,3,5,Labubu,display-focused,East Asia,1
27,85.13,20,3,4,9,10,Hirono,casual,East Asia,0
